cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.52,"(+/- 0.05 )",2.43,"(+/- 0.05 )",2.93,"(+/- 0.06 )",2.61,"(+/- 0.04 )",2.67,"(+/- 0.06 )",2.82,"(+/- 0.08 )",2.78,"(+/- 0.05 )",3.04,"(+/- 0.10 )",3.14,"(+/- 0.09 )",3.13,"(+/- 0.08 )",2.78,"(+/- 0.06 )",2.64,"(+/- 0.07 )",2.73,"(+/- 0.07 )",2.93,"(+/- 0.07 )",3.09,"(+/- 0.07 )",3.42,"(+/- 0.10 )",3.06,"(+/- 0.06 )",2.80,"(+/- 0.05 )",3.28,"(+/- 0.08 )",2.94,"(+/- 0.08 )",3.53,"(+/- 0.11 )",3.05,"(+/- 0.06 )",2.91,"(+/- 0.08 )",2.69,"(+/- 0.07 )",3.22,"(+/- 0.07 )",3.07,"(+/- 0.06 )",2.96,"(+/- 0.06 )",2.65,"(+/- 0.07 )",3.73,"(+/- 0.14 )",2.84,"(+/- 0.07 )",3.33,"(+/- 0.08 )",3.40,"(+/- 0.08 )",2.53,"(+/- 0.06 )",3.25,"(+/- 0.16 )",3.81,"(+/- 0.10 )",2.68,"(+/- 0.06 )",2.88,"(+/- 0.10 )",3.47,"(+/- 0.08 )",3.05,"(+/- 0.07 )",4.14,"(+/- 0.16 )",4.19,"(+/- 0.11 )",3.58,"(+/- 0.10 )",3.11,"(+/- 0.10 )",3.91,"(+/- 0.12 )",2.80,"(+/- 0.05 )",3.68,"(+/- 0.12 )",3.05,"(+/- 0.08 )",2.70,"(+/- 0.06 )",2.80,"(+/- 0.07 )",3.02,"(+/- 0.06 )",3.60,"(+/- 0.11 )",2.70,"(+/- 0.06 )",2.99,"(+/- 0.07 )"
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.58,"(+/- 0.10 )",2.39,"(+/- 0.07 )",2.78,"(+/- 0.10 )",2.56,"(+/- 0.11 )",2.62,"(+/- 0.09 )",2.67,"(+/- 0.08 )",2.64,"(+/- 0.08 )",3.17,"(+/- 0.14 )",3.21,"(+/- 0.11 )",3.22,"(+/- 0.10 )",2.89,"(+/- 0.10 )",2.12,"(+/- 0.04 )",2.39,"(+/- 0.07 )",2.78,"(+/- 0.08 )",2.94,"(+/- 0.09 )",3.32,"(+/- 0.10 )",2.80,"(+/- 0.07 )",2.58,"(+/- 0.08 )",3.03,"(+/- 0.09 )",3.24,"(+/- 0.09 )",3.53,"(+/- 0.11 )",3.00,"(+/- 0.09 )",2.93,"(+/- 0.11 )",2.76,"(+/- 0.09 )",3.16,"(+/- 0.13 )",3.24,"(+/- 0.10 )",2.77,"(+/- 0.08 )",2.14,"(+/- 0.06 )",3.09,"(+/- 0.08 )",2.48,"(+/- 0.09 )",2.98,"(+/- 0.09 )",3.40,"(+/- 0.11 )",2.13,"(+/- 0.06 )",2.60,"(+/- 0.06 )",3.58,"(+/- 0.11 )",2.66,"(+/- 0.11 )",2.46,"(+/- 0.06 )",3.33,"(+/- 0.12 )",3.15,"(+/- 0.11 )",3.89,"(+/- 0.11 )",3.59,"(+/- 0.13 )",3.41,"(+/- 0.15 )",2.91,"(+/- 0.09 )",3.51,"(+/- 0.11 )",2.70,"(+/- 0.09 )",3.69,"(+/- 0.11 )",2.77,"(+/- 0.08 )",2.68,"(+/- 0.09 )",2.81,"(+/- 0.12 )",3.12,"(+/- 0.12 )",3.24,"(+/- 0.10 )",2.46,"(+/- 0.08 )",2.57,"(+/- 0.08 )"
Housing,"Year Householder Moved into Unit","Occupied housing units",271323,"(+/- 4250 )",285860,"(+/- 4071 )",255155,"(+/- 4336 )",286740,"(+/- 5075 )",268680,"(+/- 4533 )",281104,"(+/- 5058 )",272771,"(+/- 4418 )",228723,"(+/- 4931 )",241764,"(+/- 5129 )",238915,"(+/- 3431 )",268492,"(+/- 3908 )",331958,"(+/- 4953 )",294896,"(+/- 4649 )",255130,"(+/- 3834 )",254639,"(+/- 4766 )",217249,"(+/- 4061 )",264673,"(+/- 4555 )",271858,"(+/- 4858 )",228533,"(+/- 4498 )",231132,"(+/- 3716 )",196617,"(+/- 5271 )",250996,"(+/- 4239 )",247660,"(+/- 5415 )",257087,"(+/- 3617 )",221082,"(+/- 4585 )",227406,"(+/- 3192 )",243697,"(+/- 5093 )",295486,"(+/- 5376 )",211871,"(+/- 5838 )",282925,"(+/- 7591 )",229969,"(+/- 5252 )",202442,"(+/- 3850 )",291655,"(+/- 5400 )",257349,"(+/- 5610 )",201969,"(+/- 4384 )",277381,"(+/- 5332 )",275527,"(+/- 6417 )",203171,"(+/- 4260 )",229737,"(+/- 4246 )",179420,"(+/- 4279 )",195146,"(+/- 4360 )",236023,"(+/- 5453 )",246103,"(+/- 6575 )",191030,"(+/- 4510 )",281965,"(+/- 5257 )",194502,"(+/- 4358 )",243994,"(+/- 5978 )",264799,"(+/- 5415 )",253903,"(+/- 5839 )",245557,"(+/- 5586 )",207851,"(+/- 5888 )",287694,"(+/- 6357 )",276264,"(+/- 6263 )"
Housing,"Year Householder Moved into Unit","Moved in 2017 or later",74445,"(+/- 4961 )",68122,"(+/- 3677 )",77795,"(+/- 4582 )",74018,"(+/- 4693 )",65389,"(+/- 3843 )",88434,"(+/- 4469 )",71372,"(+/- 3868 )",66651,"(+/- 4399 )",57344,"(+/- 4088 )",59288,"(+/- 3728 )",64516,"(+/- 4007 )",92908,"(+/- 4487 )",77356,"(+/- 3885 )",64304,"(+/- 4043 )",67307,"(+/- 3763 )",56168,"(+/- 3555 )",87569,"(+/- 4281 )",72591,"(+/- 3993 )",54474,"(+/- 3605 )",53446,"(+/- 3343 )",46980,"(+/- 3997 )",68374,"(+/- 4204 )",68362,"(+/- 4928 )",79129,"(+/- 3775 )",48292,"(+/- 3329 )",53351,"(+/- 3820 )",56696,"(+/- 3160 )",85127,"(+/- 4285 )",41805,"(+/- 3405 )",71446,"(+/- 4896 )",63085,"(+/- 4352 )",38908,"(+/- 3294 )",82982,"(+/- 4634 )",80701,"(+/- 4028 )",45893,"(+/- 3326 )",73827,"(+/- 4289 )",72319,"(+/- 4400 )",35859,"(+/- 3281 )",51705,"(+/- 3751 )",32471,"(+/- 2934 )",51436,"(+/- 3401 )",62663,"(+/- 4741 )",64320,"(+/- 4566 )",36569,"(+/- 3191 )",85455,"(+/- 4513 )",48886,"(+/- 3257 )",64649,"(+/- 3759 )",70948,"(+/- 3909 )",72088,"(+/- 4046 )",68797,"(+/- 4025 )",53766,"(+/- 4305 )",101414,"(+/- 4495 )",91534,"(+/- 5209 )"
Housing,"Year Householder Moved into Unit","Moved in 2015 to 2016",33082,"(+/- 2832 )",30016,"(+/- 2897 )",32106,"(+/- 2910 )",40190,"(+/- 3129 )",33602,"(+/- 3499 )",43761,"(+/- 4208 )",36873,"(+/- 3241 )",32883,"(+/- 3252 )",34727,"(+/- 3463 )",34386,"(+/- 3399 )",34822,"(+/- 3216 )",33741,"(+/- 3363 )",37624,"(+/- 2976 )",25312,"(+/- 3343 )",32724,"(+/- 2551 )",30925,"(+/- 3090 )",29132,"(+/- 2947 )",31403,"(+/- 2633 )",28054,"(+/- 2869 )",24509,"(+/- 2240 )",25111,"(+/- 2951 )",39066,"(+/- 3752 )",35158,"(+/- 2951 )",27407,"(+/- 2931 )",28222,"(+/- 2564 )",28406,"(+/- 2692 )",26920,"(+/- 2945 )",36292,"(+/- 2996 )",26836,"(+/- 2358 )",33943,"(+/- 3220 )",29454,"(+/- 2950 )",23632,"(+/- 2590 )",33611,"(+/- 3090 )",34535,"(+/- 2633 )",25731,"(+/- 2767 )",40388,"(+/- 3558 )",31880,"(+/- 3300 )",20960,"(+/- 2369 )",23296,"(+/- 2159 )",24188,"(+/- 2317 )",30307,"(+/- 2899 )",34542,"(+/- 2979 )",31082,"(+/- 3308 )",20442,"(+/- 2080 )",35078,"(+/- 2958 )",23673,"(+/- 2104 )",32337,"(+/- 3093 )",31481,"(+/- 2582 )",31134,"(+/- 3204 )",33875,"(+/- 3049 )",28824,"(+/- 2946 )",36813,"(+/- 3669 )",38222,"(+/- 3555 )"
Housing,"Year Householder Moved into Unit","Moved in 2014 to 2014",48582,"(+/- 3793 )",50465,"(+/- 3774 )",42253,"(+/- 3341 )",51848,"(+/- 3561 )",52769,"(+/- 3497 )",56623,"(+/- 3787 )",51649,"(+/- 3589 )",45390,"(+/- 3981 )",53621,"(+/- 4122 )",46582,"(+/- 3318 )",48115,"(+/- 3561 )",60189,"(+/- 3997 )",60011,"(+/- 3469 )",39068,"(+/- 2933 )",48174,"(+/- 3395 )",46769,"(+/- 3536 )",42599,"(+/- 2964 )",43627,"(+/- 3145 )",43400,"(+/- 3676 )",47992,"(+/- 3566 )",38354,"(+/- 3738 )",46084,"(+/- 4153 )",47757,"(+/- 4931 )",42027,"(+/- 3286 )",41421,"(+/- 2802 )",39843,"(+/- 3220 )",42584,"(+/- 2654 )",60208,"(+/- 3782 )",41625,"(+/- 3231 )",54846,"(+/- 3766 )",42734,"(+/- 3674 )",33271,"(+/- 3205 )",49046,"(+/- 3851 )",48546,"(+/- 3435 )",42962,"(+/- 2932 )",54679,"(+/- 3588 )",54842,"(+/- 3436 )",34895,"(+/- 2510 )",33603,"(+/- 3053 )",36885,"(+/- 2282 )",35123,"(+/- 2705 )",45484,"(+/- 3741 )",44088,"(+/- 3235 )",37968,"(+/- 3255 )",45842,"(+/- 3624 )",38029,"(+/- 3142 )",45047,"(+/- 3171 )",47224,"(+/- 3031 )",47648,"(+/- 3190 )",40354,"(+/- 2792 )",40153,"(+/- 3244 )",45612,"(+/- 3552 )",45996,"(+/- 3337 )"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",51152,"(+/- 3280 )",57978,"(+/- 4032 )",48147,"(+/- 3438 )",61156,"(+/- 3699 )",55119,"(+/- 3535 )",47416,"(+/- 3730 )",59094,"(+/- 3133 )",45384,"(+/- 3906 )",52951,"(+/- 3920 )",53881,"(+/- 3425 )",50964,"(+/- 2974 )",68423,"(+/- 4257 )",57622,"(+/- 3143 )",52222,"(+/- 3659 )",53049,"(+/- 3651 )",41952,"(+/- 3445 )",51211,"(+/- 3171 )",55432,"(+/- 3461 )",49969,"(+/- 2781 )",47166,"(+/- 3293 )",44605,"(+/- 3968 )",50468,"(+/- 3680 )",52337,"(+/- 3887 )",51566,"(+/- 3338 )",49330,"(+/- 3073 )",47779,"(+/- 3468 )",52666,"(+/- 3963 )",51922,"(+/- 3722 )",51111,"(+/- 3563 )",56033,"(+/- 4406 )",48239,"(+/- 3615 )",44806,"(+/- 3235 )",53081,"(+/- 3694 )",47081,"(+/- 3656 )",40713,"(+/- 2755 )",66244,"(+/- 4118 )",52904,"(+/- 3286 )",45599,"(+/- 3111 )",52470,"(+/- 3596 )",43043,"(+/- 3309 )",41993,"(+/- 3133 )",58821,"(+/- 3708 )",51761,"(+/- 4135 )",42460,"(+/- 3178 )",52108,"(+/- 3687 )",43417,"(+/- 3624 )",45311,"(+/- 3270 )",50031,"(+/- 3510 )",49276,"(+/- 3513 )",52053,"(+/- 3814 )",41691,"(+/- 3370 )",45355,"(+/- 3541 )",46552,"(+/- 3599 )"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",32546,"(+/- 2542 )",37069,"(+/- 2751 )",28845,"(+/- 2377 )",35117,"(+/- 2848 )",32420,"(+/- 2743 )",20314,"(+/- 1871 )",28921,"(+/- 2581 )",19869,"(+/- 2109 )",21822,"(+/- 2423 )",22511,"(+/- 2888 )",32743,"(+/- 2775 )",36487,"(+/- 2708 )",29862,"(+/- 2625 )",32079,"(+/- 2838 )",27167,"(+/- 2132 )",21145,"(+/- 2101 )",28071,"(+/- 2478 )",31791,"(+/- 2393 )",26973,"(+/- 2396 )",30202,"(+/- 2437 )",23223,"(+/- 2185 )",26136,"(+/- 2565 )",24668,"(+/- 2503 )",28464,"(+/- 2398 )",30954,"(+/- 2716 )",29763,"(+/- 2439 )",29010,"(+/- 2499 )",35049,"(+/- 2990 )",28317,"(+/- 2261 )",33854,"(+/- 2606 )",25030,"(+/- 2684 )",26649,"(+/- 2241 )",34023,"(+/- 2641 )",26524,"(+/- 2591 )",26576,"(+/- 2597 )",25164,"(+/- 2917 )",32475,"(+/- 2990 )",28623,"(+/- 2478 )",34579,"(+/- 2944 )",24741,"(+/- 2375 )",20484,"(+/- 1988 )",22553,"(+/- 2185 )",26112,"(+/- 2419 )",25275,"(+/- 2464 )",38309,"(+/- 3007 )",21665,"(+/- 2307 )",29881,"(+/- 2519 )",34376,"(+/- 2831 )",30137,"(+/- 3023 )",25884,"(+/- 2336 )",21291,"(+/- 2230 )",30221,"(+/- 2459 )",24976,"(+/- 2260 )"
Housing,"Year Householder Moved into Unit","Moved in 1989 and earlier",31516,"(+/- 2265 )",42210,"(+/- 2950 )",26009,"(+/- 2222 )",24411,"(+/- 2529 )",29381,"(+/- 2226 )",24556,"(+/- 2201 )",24862,"(+/- 2145 )",18546,"(+/- 2118 )",21299,"(+/- 2307 )",22267,"(+/- 2284 )",37332,"(+/- 2327 )",40210,"(+/- 3003 )",32421,"(+/- 2483 )",42145,"(+/- 2849 )",26218,"(+/- 2181 )",20290,"(+/- 1986 )",26091,"(+/- 2188 )",37014,"(+/- 2541 )",25663,"(+/- 2310 )",27817,"(+/- 2073 )",18344,"(+/- 2076 )",20868,"(+/- 2149 )",19378,"(+/- 2168 )",28494,"(+/- 2153 )",22863,"(+/- 2128 )",28264,"(+/- 1712 )",35821,"(+/- 2621 )",26888,"(+/- 2448 )",22177,"(+/- 1934 )",32803,"(+/- 2292 )",21427,"(+/- 2033 )",35176,"(+/- 2357 )",38912,"(+/- 3175 )",19962,"(+/- 1925 )",20094,"(+/- 1921 )",17079,"(+/- 2531 )",31107,"(+/- 2693 )",37235,"(+/- 2490 )",34084,"(+/- 2715 )",18092,"(+/- 1676 )",15803,"(+/- 1841 )",11960,"(+/- 1516 )",28740,"(+/- 2465 )",28316,"(+/- 2551 )",25173,"(+/- 2038 )",18832,"(+/- 2063 )",26769,"(+/- 2206 )",30739,"(+/- 2206 )",23620,"(+/- 2113 )",24594,"(+/- 2193 )",22126,"(+/- 1997 )",28279,"(+/- 2281 )",28984,"(+/- 2745 )"
Housing,Value,"Owner-occupied units",177983,"(+/- 4316 )",178444,"(+/- 5353 )",152955,"(+/- 4593 )",214055,"(+/- 5456 )",166234,"(+/- 4634 )",134667,"(+/- 5456 )",176619,"(+/- 4665 )",140729,"(+/- 5505 )",148065,"(+/- 5069 )",143632,"(+/- 5675 )",167087,"(+/- 4493 )",115222,"(+/- 4460 )",130307,"(+/- 4514 )",149722,"(+/- 4473 )",161724,"(+/- 4945 )",101748,"(+/- 4235 )",141899,"(+/- 3850 )",159987,"(+/- 4522 )",131332,"(+/- 3578 )",125830,"(+/- 3782 )",101967,"(+/- 5012 )",152744,"(+/- 5877 )",154942,"(+/- 5452 )",144387,"(+/- 3813 )",154664,"(+/- 4178 )",139270,"(+/- 3334 )",129726,"(+/- 4111 )",99378,"(+/- 4372 )",88337,"(+/- 3843 )",145395,"(+/- 5351 )",130700,"(+/- 4809 )",115381,"(+/- 3803 )",146647,"(+/- 5053 )",51688,"(+/- 2818 )",117933,"(+/- 4172 )",192344,"(+/- 5409 )",95814,"(+/- 4597 )",126572,"(+/- 3587 )",153206,"(+/- 5180 )",59117,"(+/- 3226 )",113564,"(+/- 4366 )",169918,"(+/- 5881 )",104468,"(+/- 4653 )",92809,"(+/- 4104 )",176626,"(+/- 5314 )",81502,"(+/- 3799 )",113031,"(+/- 4830 )",147813,"(+/- 5242 )",161155,"(+/- 4901 )",155913,"(+/- 4935 )",90833,"(+/- 4458 )",153975,"(+/- 5495 )",138682,"(+/- 3903 )"
Housing,Value,"Less than $50,000",10022,"(+/- 1733 )",5156,"(+/- 1105 )",6243,"(+/- 1368 )",4710,"(+/- 1285 )",4229,"(+/- 1002 )",3725,"(+/- 1030 )",4764,"(+/- 1042 )",9134,"(+/- 1537 )",4345,"(+/- 991 )",4538,"(+/- 1007 )",2688,"(+/- 713 )",1922,"(+/- 707 )",1382,"(+/- 471 )",2190,"(+/- 636 )",958,"(+/- 429 )",3652,"(+/- 953 )",1469,"(+/- 471 )",823,"(+/- 354 )",1977,"(+/- 726 )",2508,"(+/- 928 )",3995,"(+/- 922 )",4431,"(+/- 1072 )",7460,"(+/- 1385 )",3653,"(+/- 941 )",4409,"(+/- 944 )",1454,"(+/- 474 )",847,"(+/- 361 )",1256,"(+/- 471 )",1372,"(+/- 428 )",1290,"(+/- 548 )",4478,"(+/- 1009 )",4706,"(+/- 1043 )",2145,"(+/- 592 )",469,"(+/- 207 )",4716,"(+/- 988 )",15165,"(+/- 2336 )",559,"(+/- 253 )",2499,"(+/- 621 )",1343,"(+/- 618 )",2291,"(+/- 652 )",2728,"(+/- 674 )",2952,"(+/- 699 )",1928,"(+/- 603 )",2360,"(+/- 620 )",1631,"(+/- 569 )",2345,"(+/- 709 )",2327,"(+/- 762 )",2245,"(+/- 598 )",2029,"(+/- 732 )",5424,"(+/- 1251 )",4359,"(+/- 968 )",1548,"(+/- 614 )",2231,"(+/- 766 )"
Housing,Value,"$50,000 to $99,999",7778,"(+/- 1148 )",4124,"(+/- 980 )",4257,"(+/- 1043 )",3897,"(+/- 957 )",3616,"(+/- 718 )",1901,"(+/- 672 )",2205,"(+/- 808 )",7337,"(+/- 1443 )",1837,"(+/- 668 )",2014,"(+/- 744 )",2187,"(+/- 906 )",279,"(+/- 185 )",1047,"(+/- 405 )",654,"(+/- 364 )",938,"(+/- 393 )",3399,"(+/- 1013 )",899,"(+/- 391 )",451,"(+/- 245 )",1367,"(+/- 442 )",1595,"(+/- 650 )",6135,"(+/- 1290 )",3908,"(+/- 946 )",7961,"(+/- 1376 )",2838,"(+/- 864 )",4168,"(+/- 1193 )",1985,"(+/- 644 )",790,"(+/- 371 )",203,"(+/- 192 )",901,"(+/- 324 )",1303,"(+/- 639 )",3569,"(+/- 971 )",3217,"(+/- 935 )",453,"(+/- 290 )",530,"(+/- 236 )",2919,"(+/- 835 )",7865,"(+/- 1482 )",766,"(+/- 396 )",1737,"(+/- 527 )",2233,"(+/- 588 )",817,"(+/- 388 )",2064,"(+/- 579 )",2784,"(+/- 908 )",1113,"(+/- 390 )",1513,"(+/- 647 )",1380,"(+/- 475 )",1554,"(+/- 540 )",1698,"(+/- 624 )",3425,"(+/- 600 )",1647,"(+/- 611 )",5149,"(+/- 1248 )",3269,"(+/- 890 )",702,"(+/- 413 )",1140,"(+/- 421 )"
Housing,Value,"$100,000 to $149,999",10415,"(+/- 1519 )",3481,"(+/- 971 )",3578,"(+/- 973 )",4000,"(+/- 1202 )",2619,"(+/- 707 )",1921,"(+/- 668 )",1591,"(+/- 634 )",8506,"(+/- 1557 )",2165,"(+/- 644 )",2462,"(+/- 832 )",1851,"(+/- 749 )",458,"(+/- 319 )",512,"(+/- 243 )",686,"(+/- 331 )",2194,"(+/- 911 )",5369,"(+/- 1091 )",1448,"(+/- 675 )",780,"(+/- 387 )",1324,"(+/- 478 )",1437,"(+/- 546 )",11261,"(+/- 1892 )",4977,"(+/- 1374 )",10367,"(+/- 1606 )",2108,"(+/- 651 )",2522,"(+/- 920 )",1708,"(+/- 612 )",628,"(+/- 432 )",233,"(+/- 198 )",975,"(+/- 473 )",778,"(+/- 374 )",3265,"(+/- 1058 )",1165,"(+/- 544 )",558,"(+/- 285 )",217,"(+/- 202 )",713,"(+/- 328 )",8713,"(+/- 1658 )",461,"(+/- 284 )",736,"(+/- 383 )",2326,"(+/- 988 )",670,"(+/- 346 )",1634,"(+/- 670 )",1432,"(+/- 560 )",1006,"(+/- 668 )",882,"(+/- 396 )",1671,"(+/- 490 )",481,"(+/- 266 )",633,"(+/- 360 )",2209,"(+/- 700 )",841,"(+/- 361 )",2723,"(+/- 718 )",5411,"(+/- 1112 )",973,"(+/- 494 )",490,"(+/- 282 )"
Housing,Value,"$150,000 to $199,999",16469,"(+/- 1831 )",3580,"(+/- 833 )",6200,"(+/- 1235 )",5585,"(+/- 1303 )",3870,"(+/- 951 )",4732,"(+/- 975 )",2946,"(+/- 871 )",13075,"(+/- 2187 )",4635,"(+/- 867 )",4294,"(+/- 992 )",1408,"(+/- 738 )",278,"(+/- 266 )",627,"(+/- 407 )",232,"(+/- 193 )",1757,"(+/- 748 )",14112,"(+/- 1876 )",1447,"(+/- 587 )",532,"(+/- 365 )",1304,"(+/- 583 )",1184,"(+/- 422 )",23661,"(+/- 2920 )",14398,"(+/- 2233 )",18818,"(+/- 2463 )",1398,"(+/- 656 )",4165,"(+/- 1154 )",1870,"(+/- 598 )",200,"(+/- 168 )",81,"(+/- 96 )",418,"(+/- 293 )",127,"(+/- 108 )",3569,"(+/- 942 )",1115,"(+/- 457 )",446,"(+/- 258 )",97,"(+/- 93 )",1468,"(+/- 551 )",14506,"(+/- 2090 )",383,"(+/- 248 )",690,"(+/- 457 )",862,"(+/- 458 )",578,"(+/- 341 )",1603,"(+/- 667 )",2746,"(+/- 863 )",424,"(+/- 271 )",1115,"(+/- 453 )",1415,"(+/- 609 )",645,"(+/- 289 )",1004,"(+/- 804 )",2107,"(+/- 649 )",2385,"(+/- 1044 )",3563,"(+/- 1093 )",5599,"(+/- 1344 )",323,"(+/- 219 )",861,"(+/- 428 )"
Housing,Value,"$200,000 to $299,999",40268,"(+/- 3101 )",14094,"(+/- 1763 )",22772,"(+/- 1984 )",25295,"(+/- 2277 )",8918,"(+/- 1615 )",32853,"(+/- 2987 )",17630,"(+/- 2061 )",46541,"(+/- 3706 )",24810,"(+/- 2584 )",30131,"(+/- 2932 )",4708,"(+/- 1052 )",1363,"(+/- 607 )",2767,"(+/- 814 )",1002,"(+/- 396 )",2045,"(+/- 753 )",37349,"(+/- 3319 )",2986,"(+/- 980 )",795,"(+/- 314 )",4140,"(+/- 1142 )",5555,"(+/- 1332 )",35533,"(+/- 3063 )",49599,"(+/- 4311 )",50672,"(+/- 3450 )",7531,"(+/- 1643 )",20258,"(+/- 2295 )",3986,"(+/- 823 )",647,"(+/- 302 )",842,"(+/- 430 )",2693,"(+/- 742 )",1927,"(+/- 605 )",19965,"(+/- 2425 )",1762,"(+/- 575 )",1274,"(+/- 596 )",725,"(+/- 363 )",7979,"(+/- 1177 )",44433,"(+/- 3313 )",1549,"(+/- 662 )",2320,"(+/- 834 )",2732,"(+/- 878 )",2384,"(+/- 781 )",14956,"(+/- 2162 )",12538,"(+/- 1779 )",2825,"(+/- 782 )",4931,"(+/- 940 )",3925,"(+/- 969 )",2182,"(+/- 721 )",2137,"(+/- 657 )",3346,"(+/- 1054 )",3782,"(+/- 1101 )",6638,"(+/- 1110 )",14205,"(+/- 2274 )",3531,"(+/- 1074 )",4729,"(+/- 1086 )"
Housing,Value,"$300,000 to $499,999",57551,"(+/- 3747 )",31051,"(+/- 2283 )",65195,"(+/- 3657 )",74483,"(+/- 3901 )",37877,"(+/- 2404 )",60804,"(+/- 3919 )",92860,"(+/- 4081 )",41109,"(+/- 3530 )",59119,"(+/- 3542 )",71182,"(+/- 3812 )",31431,"(+/- 2549 )",4174,"(+/- 1393 )",14161,"(+/- 2005 )",3383,"(+/- 859 )",8234,"(+/- 1373 )",29298,"(+/- 2625 )",4100,"(+/- 890 )",3692,"(+/- 878 )",6541,"(+/- 1157 )",25838,"(+/- 2242 )",16467,"(+/- 1909 )",57653,"(+/- 3729 )",47597,"(+/- 3369 )",37034,"(+/- 3044 )",42410,"(+/- 3174 )",29977,"(+/- 2229 )",11045,"(+/- 1341 )",7961,"(+/- 1289 )",26023,"(+/- 2013 )",16942,"(+/- 2116 )",59890,"(+/- 3883 )",33422,"(+/- 2517 )",3920,"(+/- 901 )",8896,"(+/- 1405 )",74282,"(+/- 4088 )",71580,"(+/- 4829 )",13121,"(+/- 1848 )",34618,"(+/- 2653 )",18780,"(+/- 1916 )",22732,"(+/- 2109 )",69935,"(+/- 4267 )",84960,"(+/- 4726 )",25600,"(+/- 2688 )",44374,"(+/- 2616 )",16798,"(+/- 2029 )",16767,"(+/- 2324 )",18492,"(+/- 1896 )",11885,"(+/- 1523 )",22621,"(+/- 2061 )",41451,"(+/- 3156 )",34239,"(+/- 2825 )",18455,"(+/- 2199 )",38175,"(+/- 2880 )"
Housing,Value,"$500,000 to $999,999",30601,"(+/- 2334 )",67768,"(+/- 4086 )",39182,"(+/- 2544 )",85387,"(+/- 3676 )",88162,"(+/- 3905 )",25267,"(+/- 2352 )",50831,"(+/- 3060 )",12451,"(+/- 1976 )",47676,"(+/- 3820 )",25559,"(+/- 2522 )",71297,"(+/- 3076 )",27646,"(+/- 2790 )",61460,"(+/- 3148 )",44728,"(+/- 3128 )",87151,"(+/- 3830 )",6568,"(+/- 1334 )",40692,"(+/- 2451 )",24223,"(+/- 1858 )",67343,"(+/- 3485 )",61985,"(+/- 3230 )",3325,"(+/- 762 )",15090,"(+/- 1892 )",11364,"(+/- 2074 )",60661,"(+/- 3112 )",70430,"(+/- 3004 )",79041,"(+/- 3020 )",81739,"(+/- 3788 )",51201,"(+/- 3279 )",52831,"(+/- 2796 )",85234,"(+/- 3593 )",32417,"(+/- 2370 )",65539,"(+/- 3018 )",37451,"(+/- 2886 )",31719,"(+/- 2355 )",25180,"(+/- 2602 )",23353,"(+/- 2343 )",43312,"(+/- 3058 )",79853,"(+/- 3011 )",105871,"(+/- 4011 )",28377,"(+/- 2272 )",18821,"(+/- 2061 )",57464,"(+/- 3424 )",61831,"(+/- 3759 )",35466,"(+/- 2861 )",107000,"(+/- 4094 )",55645,"(+/- 3430 )",74824,"(+/- 3632 )",76121,"(+/- 3311 )",81378,"(+/- 3993 )",83449,"(+/- 3924 )",22730,"(+/- 2261 )",84902,"(+/- 3437 )",82456,"(+/- 3879 )"
