cdTopic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag","District 16 Estimate","District 16 Flag","District 17 Estimate","District 17 Flag","District 18 Estimate","District 18 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",190634,G,165186,G,224742,G,135001,G,376993,G,384120,G,847929,G,418250,G,292511,G,363717,G,287546,G,218591,G,242381,G,194903,G,203576,G,230475,G,270417,G,251617,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",4,J,28,H,15,J,0,N,0,N,72,H,26,J,61,J,6,G,31,J,16,J,97,G,159,H,179,G,346,G,384,J,262,J,313,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",0,N,164,J,240,J,0,N,7,G,201,G,0,N,29,J,0,N,0,N,82,J,1551,G,262,H,238,G,2223,G,1086,H,113,J,681,G
Business,"Paid employees for pay period including March 12",Utilities,1076,G,411,H,126,J,1167,G,510,H,2087,G,3120,G,1978,J,390,H,1299,H,1756,H,2487,G,2732,G,426,G,1631,G,4308,J,2550,G,1343,G
Business,"Paid employees for pay period including March 12",Construction,8932,G,6988,G,12781,G,5050,G,14972,G,17024,G,13950,G,23118,G,8408,G,12038,G,12617,G,10122,G,10870,G,17395,G,8680,G,8623,G,9860,G,11021,G
Business,"Paid employees for pay period including March 12",Manufacturing,10768,G,28825,G,26985,G,18828,G,27634,G,35401,G,23108,G,56112,G,20157,G,38197,G,27379,G,26621,G,18222,H,26305,G,40536,G,47851,G,40797,G,25024,G
Business,"Paid employees for pay period including March 12","Wholesale trade",7894,G,9109,G,11398,G,10692,G,19089,G,25654,G,25015,G,49308,G,12637,G,46129,G,25361,G,8376,G,9704,G,10880,G,11742,G,10520,G,10863,G,16416,G
Business,"Paid employees for pay period including March 12","Retail trade",29428,G,21214,G,29225,G,23458,G,36818,G,42657,G,36931,G,39286,G,33869,G,38063,G,40455,G,33015,G,32823,G,27904,G,25977,H,32367,G,28842,G,39198,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",7899,G,14691,G,30426,G,6361,G,41624,H,11082,G,14336,G,24329,G,5627,G,7476,G,24450,G,16581,H,9253,G,7037,G,8311,G,17126,G,11856,G,9579,G
Business,"Paid employees for pay period including March 12",Information,2343,H,3224,G,1935,H,1438,G,7557,H,12403,H,45839,G,14323,G,6123,H,5307,G,4467,H,2579,H,5812,G,2053,G,2610,G,3029,G,3681,H,3480,H
Business,"Paid employees for pay period including March 12","Finance and insurance",4476,G,3667,G,5204,G,3603,G,13424,G,27296,G,134322,G,19871,G,9149,G,24885,G,8506,G,6653,G,10592,G,5745,G,7409,G,7351,G,9218,G,29084,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2930,G,1829,G,2709,H,1737,G,10397,G,4713,G,17790,G,8405,H,5316,G,4457,G,3688,G,2461,G,4088,G,2509,G,1745,H,2127,G,2123,G,2391,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",5396,G,3636,G,9936,H,3920,G,21654,G,29654,G,153877,G,29342,G,17239,G,35089,G,15141,G,9245,G,10855,G,10902,G,4753,G,7104,G,9866,G,8550,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1581,G,1736,H,2471,H,769,H,15584,G,21274,G,52376,G,18606,G,12007,G,29012,G,5466,G,2149,G,6459,H,4257,G,10773,J,1275,H,28759,H,3673,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",13645,G,6224,G,15999,H,8854,G,29052,G,27444,G,53909,G,35366,G,14786,G,17078,G,27891,G,9424,G,9929,G,14358,G,6318,G,13349,G,13071,G,11991,G
Business,"Paid employees for pay period including March 12","Educational services",25388,H,3631,H,5988,G,3633,G,11792,G,12359,G,29300,G,6532,G,28811,H,8156,G,6031,G,2501,G,6608,G,2024,H,1441,G,2104,G,7761,J,4650,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",36491,G,34655,G,31507,G,20535,G,50199,G,51101,G,108003,G,37854,G,68476,G,49366,G,40054,G,42938,G,52832,G,22260,G,37297,G,34317,G,51468,G,36587,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",3190,G,1531,H,3456,H,2132,H,8666,G,7563,G,13932,G,5750,G,6249,G,6760,G,5483,G,2955,G,3790,G,5315,G,1767,G,3006,G,3856,G,3794,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",20355,G,16045,G,23193,G,16147,G,51320,G,35461,G,84158,G,32542,G,26985,G,29076,G,27444,G,26946,G,33335,G,24952,G,20112,G,24004,G,22570,G,28807,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8831,G,7548,G,11143,G,6661,G,16651,G,20664,G,37920,G,15423,G,16246,G,11242,G,11252,G,11873,G,14021,G,10149,G,9868,G,10520,G,12885,G,15013,G
Business,"Paid employees for pay period including March 12","Industries not classified",7,J,30,G,5,G,13,J,38,J,10,J,15,J,15,G,27,J,12,J,7,G,17,J,35,H,15,G,37,J,24,J,16,G,22,G
Business,"Annual payroll ($1,000)","Total for all sectors",8461772,G,7367297,G,10627175,G,5592433,G,20801097,G,22308628,G,75008921,G,25654416,G,16354082,G,27503515,G,13968170,G,8872939,G,10280102,G,8921596,G,7825914,G,10321515,G,13689016,G,11291806,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",112,H,1288,G,327,H,0,N,0,N,2506,H,1392,J,3074,J,175,J,1390,J,307,G,3974,H,8065,H,6323,H,15225,H,22428,H,12347,H,15812,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",0,N,19928,J,22023,J,0,N,643,J,20045,H,0,N,2909,H,0,N,0,N,5230,J,131201,G,18714,J,30610,H,135169,G,102615,H,9942,H,44553,G
Business,"Annual payroll ($1,000)",Utilities,120923,H,44865,H,11057,J,135258,G,59313,H,261721,H,438239,G,218379,J,45994,H,119364,H,189703,H,233458,G,308456,G,37374,H,150926,H,544242,J,278430,H,116267,G
Business,"Annual payroll ($1,000)",Construction,707353,G,584421,G,989844,G,401491,G,1188069,G,1308737,G,1386972,G,1971070,G,675729,G,950466,G,976101,G,649450,G,627070,G,1369889,G,492015,G,611480,G,692369,G,652019,G
Business,"Annual payroll ($1,000)",Manufacturing,671919,G,1967821,G,1645913,G,1107331,G,1730821,G,2018503,G,1282829,G,3701119,G,1343530,G,3042386,G,1858428,G,1505161,G,1126821,H,1483391,G,2015297,G,3071333,G,2449188,G,1393104,G
Business,"Annual payroll ($1,000)","Wholesale trade",530218,H,562414,G,728639,G,647719,G,1796203,G,2199000,G,2532981,H,3778892,G,1085739,G,5309062,G,1790020,G,419715,G,548780,G,778534,G,578677,G,594228,G,625370,G,947105,G
Business,"Annual payroll ($1,000)","Retail trade",783895,G,553439,G,818783,G,652020,G,1072941,G,1252401,G,1167448,G,1208202,G,960170,G,1296278,G,1152583,G,865052,G,844950,G,746886,G,639511,H,806327,G,742298,G,966729,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",270267,G,737221,G,1625172,G,307206,G,2832616,H,537984,G,874489,H,1439642,G,255645,G,365747,G,1077517,G,742919,G,414275,G,317295,G,378282,G,819166,G,528591,G,495985,G
Business,"Annual payroll ($1,000)",Information,119486,H,195141,G,107000,H,76120,G,499112,G,1232567,H,5460329,G,1408681,G,522025,H,426208,G,205561,H,115662,G,373375,G,121848,G,113376,G,133352,G,199791,H,151590,H
Business,"Annual payroll ($1,000)","Finance and insurance",263498,G,161149,G,321424,G,163466,G,1260158,H,2617206,G,18272103,G,2023014,H,838959,G,2963984,H,575356,G,335829,G,639480,G,401344,G,360482,G,408130,G,538928,G,2459112,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",137878,G,72996,G,119800,H,73134,G,762425,G,286789,G,1619270,G,447579,H,312102,G,294483,G,179713,G,83408,G,160767,H,129136,G,62027,G,82917,G,77793,G,85271,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",297431,G,186433,H,697730,H,167836,G,1635303,G,2281496,G,18497660,G,2645574,G,1672224,G,3497436,G,1163008,G,642321,G,609712,G,775924,G,195581,G,400949,G,623976,G,495594,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",130975,H,123799,H,183583,G,59262,H,1714404,G,2414582,G,6825134,G,1915529,G,1271503,G,4281805,G,598867,H,148118,G,537195,H,291618,G,506710,H,120067,H,2960483,H,295509,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",454159,G,248267,G,553224,G,306661,G,996216,G,1182163,G,3146068,G,1396389,G,626341,G,876051,G,952706,G,308929,G,306846,G,605483,G,187500,G,399364,G,482252,G,431685,G
Business,"Annual payroll ($1,000)","Educational services",1454288,H,88002,H,181441,H,119763,G,449529,H,480477,G,1392001,G,294828,G,1741525,J,284255,G,184692,G,54127,G,142071,G,49657,H,27701,G,47558,G,180925,J,116785,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1775635,H,1298030,H,1521428,G,770428,G,2432135,G,2620607,G,6455759,G,1683343,G,3503802,H,2362347,G,2023711,H,1869419,G,2584532,G,957544,G,1420497,G,1447927,G,2564091,G,1600629,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",74965,H,31397,G,253084,J,61747,H,447946,H,171530,G,721913,G,156297,H,203647,H,438844,H,147494,H,49981,G,67082,G,92457,G,31744,G,47573,G,57562,G,62344,G
Business,"Annual payroll ($1,000)","Accommodation and food services",376320,G,245962,G,438714,G,327378,G,1242881,G,685272,G,2632353,G,645753,G,599901,G,609609,G,511854,G,404721,G,508013,G,423034,G,276471,G,348228,G,340546,G,431617,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",292276,G,244234,G,407919,G,215169,G,678291,G,734757,G,2301150,G,713903,G,694174,G,379488,G,374810,G,309246,G,453441,G,302878,G,238253,G,313337,G,323554,G,529865,G
Business,"Annual payroll ($1,000)","Industries not classified",168,J,490,J,70,J,321,J,1904,H,285,G,699,H,239,H,816,H,405,G,509,G,248,G,457,H,371,G,470,G,294,G,580,H,231,H
Business,"Total Establishments","Total for all sectors",11941,X,10001,X,15839,X,11085,X,23479,X,25612,X,30252,X,24173,X,20453,X,21635,X,16820,X,14482,X,15393,X,18075,X,15256,X,15128,X,14453,X,15976,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",3,X,9,X,7,X,0,X,0,X,11,X,6,X,5,X,3,X,15,X,8,X,19,X,22,X,42,X,60,X,43,X,49,X,42,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",0,X,6,X,5,X,0,X,3,X,12,X,0,X,5,X,0,X,0,X,8,X,47,X,18,X,25,X,253,X,42,X,18,X,30,X
Business,"Total Establishments",Utilities,12,X,12,X,5,X,13,X,19,X,33,X,55,X,16,X,7,X,21,X,29,X,51,X,51,X,20,X,72,X,61,X,46,X,54,X
Business,"Total Establishments",Construction,1256,X,794,X,1848,X,974,X,2192,X,2473,X,867,X,2608,X,1847,X,2008,X,1420,X,1208,X,1333,X,2527,X,1532,X,1507,X,1232,X,1678,X
Business,"Total Establishments",Manufacturing,409,X,434,X,636,X,578,X,881,X,905,X,745,X,1698,X,493,X,823,X,659,X,462,X,429,X,935,X,748,X,881,X,814,X,521,X
Business,"Total Establishments","Wholesale trade",545,X,485,X,782,X,584,X,1008,X,1691,X,1232,X,2323,X,890,X,1430,X,1106,X,571,X,657,X,1029,X,808,X,771,X,760,X,929,X
Business,"Total Establishments","Retail trade",1724,X,1468,X,1757,X,1631,X,2377,X,2352,X,2534,X,2097,X,2102,X,2179,X,2064,X,2309,X,2260,X,1877,X,2279,X,2113,X,2064,X,2340,X
Business,"Total Establishments","Transportation and warehousing",600,X,651,X,1801,X,803,X,1289,X,1064,X,526,X,2578,X,790,X,949,X,1482,X,545,X,520,X,859,X,698,X,830,X,658,X,607,X
Business,"Total Establishments",Information,164,X,147,X,208,X,188,X,475,X,484,X,1099,X,422,X,369,X,328,X,225,X,230,X,337,X,227,X,299,X,249,X,257,X,304,X
Business,"Total Establishments","Finance and insurance",664,X,560,X,889,X,569,X,1235,X,1877,X,2861,X,1279,X,1189,X,1375,X,859,X,1058,X,1113,X,948,X,1101,X,1039,X,986,X,1273,X
Business,"Total Establishments","Real estate and rental and leasing",485,X,376,X,574,X,400,X,1508,X,1103,X,1812,X,792,X,1095,X,1009,X,646,X,541,X,635,X,648,X,432,X,480,X,484,X,599,X
Business,"Total Establishments","Professional, scientific, and technical services",989,X,608,X,1348,X,914,X,3052,X,4247,X,7220,X,2777,X,3143,X,3201,X,1968,X,1127,X,1372,X,2329,X,884,X,1032,X,1128,X,1140,X
Business,"Total Establishments","Management of companies and enterprises",35,X,46,X,69,X,26,X,186,X,278,X,464,X,225,X,119,X,214,X,90,X,61,X,90,X,88,X,67,X,47,X,91,X,96,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",587,X,552,X,796,X,544,X,1056,X,1555,X,1495,X,1404,X,949,X,1484,X,1008,X,656,X,704,X,1268,X,563,X,727,X,630,X,779,X
Business,"Total Establishments","Educational services",210,X,128,X,194,X,146,X,409,X,439,X,494,X,254,X,460,X,375,X,247,X,126,X,174,X,243,X,92,X,114,X,124,X,172,X
Business,"Total Establishments","Health care and social assistance",1578,X,1359,X,1743,X,1177,X,2661,X,2806,X,2695,X,1985,X,2891,X,2437,X,1926,X,1821,X,1524,X,1648,X,1608,X,1574,X,1458,X,1571,X
Business,"Total Establishments","Arts, entertainment, and recreation",173,X,150,X,228,X,185,X,484,X,414,X,486,X,260,X,386,X,384,X,247,X,217,X,311,X,326,X,214,X,305,X,259,X,311,X
Business,"Total Establishments","Accommodation and food services",1181,X,1029,X,1461,X,1244,X,2490,X,1719,X,2766,X,1623,X,1636,X,1588,X,1344,X,1548,X,1857,X,1368,X,1413,X,1549,X,1559,X,1576,X
Business,"Total Establishments","Other services (except public administration)",1320,X,1179,X,1485,X,1103,X,2131,X,2134,X,2867,X,1806,X,2063,X,1802,X,1470,X,1867,X,1967,X,1651,X,2102,X,1745,X,1826,X,1935,X
Business,"Total Establishments","Industries not classified",5,X,8,X,3,X,4,X,21,X,15,X,26,X,16,X,19,X,12,X,14,X,18,X,19,X,17,X,31,X,19,X,10,X,19,X

"Source: 2018 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. Beginning with reference year 2017, a cell is only published if it contains three or more establishments.  In all other cases, the cell is not included in the release (i.e., it is dropped from publication).  In prior years, employment and payroll values for cells with fewer than three establishments would have been suppressed; however, the number of establishments would have been published."
"5. Disclosure and Quality Indicator Flag Definitions:"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"J Cell value changed by 5 percent or more by the application of noise"
"N Not available or not comparable"
"S Cell value withheld because it did not meet publication standards"
"X Not applicable"
